Gene_id	Symbol	Gene_type	Sample_R01	Sample_R02	Sample_R03	Sample_R04	Sample_R05	Sample_R06	Sample_R07	Sample_R08	Sample_R09	Sample_R10	Sample_R11	Sample_R12	Sample_R13	Sample_R14
ENSMUSG00000001300	Efnb2	protein_coding	3571	3337	3108	3686	3520	4450	2825	2416	4064	4601	4909	4665	2834	3400
ENSMUSG00000001305	Rrp15	protein_coding	826	749	384	375	241	248	423	311	361	364	677.99	669	360	299
ENSMUSG00000001313	Rnd2	protein_coding	277.61	235.83	241	229	214.49	265	386.48	264.92	237.84	245.53	237.76	245.68	299.9	245.56
ENSMUSG00000001323	Srr	protein_coding	622	615	794	900	1361	1715	986	825	1239	1221	991	948	1130	1373
ENSMUSG00000001333	Sync	protein_coding	1328	1329	1504	1473	1061	1652	1724	1195	1629	1787	800	750	804	929
ENSMUSG00000001334	Fndc5	protein_coding	1	0	95	71	91	105	29	43	180	162	11	7	5	2
ENSMUSG00000001348	Acp5	protein_coding	3	2	0	2	2	0	0	1	10	7	1	0	1	2
ENSMUSG00000001349	Cnn1	protein_coding	119	110	95	77	15	22	19	21	3	6	10	4	37	38
ENSMUSG00000001366	Fbxo9	protein_coding	508	479	385	414	312	440	520	445	490	479	866	899	372	359
ENSMUSG00000001376	Vps50	protein_coding	1348	1400	918	1017	800.32	888	1055	807	844	747	1177	1050	784.23	836.24
ENSMUSG00000001380	Hars	protein_coding	3371	3140	1631	1821	1013	1250	1747	1212	1324	1275	2300	2216	1582	1327
ENSMUSG00000001383	Zmat2	protein_coding	1371	1448	985	1126	852	1017	1240	911	1176	1098	1529	1578	1186	1053
ENSMUSG00000001403	Ube2c	protein_coding	3722.98	3220.96	2120.96	2159.95	2271.95	3031	1191.91	1047.94	754.97	807	1549.93	1665.91	3199.84	2954.96
ENSMUSG00000001415	Smg5	protein_coding	4799	4246	2252	2385	1517	2213	1617	1439	2016	2257	2358	2380	1866	1960
ENSMUSG00000001416	Cct3	protein_coding	13633.37	12584.38	6297.48	6893.55	4424.76	5994	5697.65	4162.64	6353.97	6129.45	8512.14	8718.75	5511.7	5129.52
ENSMUSG00000001418	Glmp	protein_coding	1536	1435	1501	1648	1693	2311	2270	1812	1639	1650	3884	4115	1658	1571
ENSMUSG00000001419	Mef2d	protein_coding	3825	3695	3648.77	3868	5100	7538	5054	4682	8166	9311	3754	3864	3320	4028
ENSMUSG00000001420	Tmem79	protein_coding	46	65	27	26	17	16	23	17	26	17	24	17	27	20
ENSMUSG00000001424	Snd1	protein_coding	9530	9155	7554	7859	8507	11865	11288	8870	6968	7549	12702	12823	10347	9867
ENSMUSG00000001435	Col18a1	protein_coding	9320	8888	9155	9862	12498	17547	11127	8993	9389	11210	13564	13683	11413	12934
ENSMUSG00000001436	Slc19a1	protein_coding	1035	942	342	404	232	337	488	463	377	425	618	646	329	354
ENSMUSG00000001440	Kpnb1	protein_coding	25269	25520	14813	16257	9302	11466	11533	9875	9378	10227	16487	15462	10754	12189
ENSMUSG00000001441	Npepps	protein_coding	5728	5707	5485	5780	7097	8312	6440	5644	6143	6559	8097	7514	6201	6215
ENSMUSG00000001444	Tbx21	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001445	Mrpl10	protein_coding	1907	1763	1182	1336	1328	1714	1268	1024	1579.77	1495	1745	1896	1622	1482
ENSMUSG00000001467	Cyp51	protein_coding	2823	3026.97	4561	5444	3362	3453	3160	3475	2431	2269	1721	1444	3161	3085
ENSMUSG00000001472	Tcf25	protein_coding	7878	7338	5595	6256	6080	8277	7080	6632	6493	6543	7414	7962	7040	7253
ENSMUSG00000001473	Tubb6	protein_coding	6768.47	6607.93	5228.01	6918.75	3551.91	4468	3053.54	2665.04	20777.18	20219.57	3653.22	3922.21	2780.27	2792.48
ENSMUSG00000001482	Def8	protein_coding	908	877	556	689	409	564	585	546	449	419	397	393	521	502
ENSMUSG00000001493	Meox1	protein_coding	4	2	0	2	3	1	1	3	0	0	1	0	1	3
ENSMUSG00000001494	Sost	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001496	Nkx2-1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497	Pax9	protein_coding	7	12	6	6	13	7	18	10	8	1	10	9	8	10
ENSMUSG00000001504	Irx2	protein_coding	106	118.03	107.29	102.86	89.36	151	172.91	155.7	126.69	129.92	108.28	84.19	129.53	122.87
ENSMUSG00000001506	Col1a1	protein_coding	3096	2765	8389	6868	1458	1945	38208	26613	2075	2557	443	399	1256	1387
ENSMUSG00000001507	Itga3	protein_coding	4336	4482	5064	5593	4651	5881	4644	4223	1287	1564	833	872	4138	4698
ENSMUSG00000001508	Sgca	protein_coding	226	248	311	374	102	119	498	335	424	463	79	124	103	89
ENSMUSG00000001510	Dlx3	protein_coding	1581	1637	1089	1403	794	928	595	490	182	179	204	221	893	937
ENSMUSG00000001517	Foxm1	protein_coding	5215.92	4880.97	3091	3423.95	1718.96	2632.99	914	800.97	463	595.96	1301.94	1252.96	2150.95	2388.94
ENSMUSG00000001518	Itfg2	protein_coding	594	486	327	424	195	237	423	336	250	296	625	602	233.03	244
ENSMUSG00000001520	Nrip2	protein_coding	0	0	0	0	5	4	10	13	2	0	211	210	2	3
ENSMUSG00000001521	Tulp3	protein_coding	2115	1868	1288	1556	2281	3121	2049	2037	2112	2406	2452	2538	2582	2774
ENSMUSG00000001524	Gtf2h4	protein_coding	744	736	405	494	443	598	455	390	541	518	481	493	616	526
ENSMUSG00000001525	Tubb5	protein_coding	56499.29	51123.5	32652.27	36238.75	17741.06	23993	21948.1	22658.44	14537.38	15410.33	21869.64	23626.2	26772.67	25352.2
ENSMUSG00000001542	Ell2	protein_coding	688	686	506	552	687	712	676	797	586	608	428	376	789	859
ENSMUSG00000001552	Jup	protein_coding	3556	3216	3469	3791	3208	4801	3054	2322	1798	1934	199	253	2041	2080
ENSMUSG00000001555	Fkbp10	protein_coding	6515	5978	4382	4846	3123	4078	5120	4965	2202	2253	1307	1284	3751	3836
ENSMUSG00000001558	Klhl10	protein_coding	8	6	3	5	11	19	14	13	14	17	5	4	14	15
ENSMUSG00000001566	Mnx1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	protein_coding	1550	1420	971	989	835	1162	1149	989	1155	1130	1212	1109	952	970
ENSMUSG00000001576	Ergic1	protein_coding	6291	6994	5747	7543	5018	5170	6543	5347.99	5654.99	6104	6975	7367	5343	5684
ENSMUSG00000001583	Tnk1	protein_coding	0	0	0	1	2	0	0	0	0	1	0	0	1	0
ENSMUSG00000001588	Acap1	protein_coding	72	60	55	63	54	55	68	125	6	17	34	45	53	59
ENSMUSG00000001604	Tcea3	protein_coding	45	56	86	87	63	71	109	110	20	14	3	6	60	57
ENSMUSG00000001622	Csn3	protein_coding	292	258	533	727	354	387	308	308	66	53	197	187	128	122
ENSMUSG00000001627	Ifrd1	protein_coding	3219	2908	1814	1941	1746	2035	1344	1651	1331	1294	5538	4992	2652	2348
ENSMUSG00000001630	Stk38l	protein_coding	867.05	814.31	1078.71	1101.17	889.01	1053.45	1141.59	1057.45	776.87	826.01	1070.25	1022.62	794.47	845.48
ENSMUSG00000001632	Brpf1	protein_coding	1632	1420	818	999	735	1089	1027	796	933	980	956	1034	748	865
ENSMUSG00000001642	Akr1b3	protein_coding	7258.9	6008.17	5222.7	5356.86	13362.23	20672.81	8172.98	5769.94	10942.02	10964.51	11802.67	13229.61	11066.54	9866.08
ENSMUSG00000001655	Hoxc13	protein_coding	223	251	230	231	265	271	277	218	176	174	172	172	259	256
ENSMUSG00000001656	Hoxc11	protein_coding	808	758	560	572	584	708	769	628	622	592	385	362	924	854
ENSMUSG00000001657	Hoxc8	protein_coding	69	61	48	77	83	84	126	89	50	46	9	17	136	121
ENSMUSG00000001661	Hoxc6	protein_coding	216	218	211	234	364	402	530	486	365	364	449	348	371	324
ENSMUSG00000001663	Gstt1	protein_coding	19	17	25	36	26	39	23	36	23	38	2	3	45	30
ENSMUSG00000001665	Gstt3	protein_coding	28.62	36	65	52	66.54	113	36	16.59	10	14	9	6	36	36.9
ENSMUSG00000001666	Ddt	protein_coding	400.64	390	267	297	269.83	337	355	272.54	316	286	265	318	330	250.97
ENSMUSG00000001670	Tat	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001672	Marveld3	protein_coding	0	0	0	1	3	1	4	0	0	2	0	0	1	1
ENSMUSG00000001674	Ddx18	protein_coding	2647.75	2368.45	1155.62	1285.78	748.25	943.72	1272.21	1044.59	1220.67	1131.56	2101.85	2062.13	1064.84	979.44
ENSMUSG00000001687	Ubl3	protein_coding	877	877	768	944	1230	1260	1321	1014	1732	1710	1523	1420	1170	1176
ENSMUSG00000001700	Gramd3	protein_coding	217	221	238	252	268	306	365	353	471	430	497	534	275	292
ENSMUSG00000001707	Eef1e1	protein_coding	863	789	444	471	290	291	429	356	607	489	915	801	328	288
ENSMUSG00000001729	Akt1	protein_coding	11680.39	11126.71	6996.54	8046.54	5544.27	7758	7101.17	5675.51	9107.16	9600.4	7785.21	8270.96	6468	6110.35
ENSMUSG00000001739	Cldn15	protein_coding	26	23	86	67	60	70	59	50	4	6	2	5	28	19
ENSMUSG00000001741	Il16	protein_coding	0	0	1	5	0	8	21	1	3	0	4	6	0	1
ENSMUSG00000001750	Tcirg1	protein_coding	2451	2295	2033	2257	2903	4127	2012	1785	2067	2263	2306	2425	2886	2935
ENSMUSG00000001751	Naglu	protein_coding	331	315	376	429	220	372	679	566	326	446	993	979	269	280
ENSMUSG00000001755	Coasy	protein_coding	940	834	647	776	903	1302	860	713	1109	1059	1519	1678	1109	1042
ENSMUSG00000001761	Smo	protein_coding	4318	4054	2197	2487	1917	2757	2178	1872	1269	1360	2081	1947	1988	2324
ENSMUSG00000001763	Tspan33	protein_coding	1	0	1	3	2	3	1	2	17	21	7	3	3	3
ENSMUSG00000001767	Crnkl1	protein_coding	1284	1226.98	912.99	915.98	902	1153	1157	810.99	1181	1139.99	1145.99	1013.98	1092.98	1058
ENSMUSG00000001768	Rin2	protein_coding	566	607	1056	1170	837	894	2525	2001	904	987	463	373	608	653
ENSMUSG00000001773	Folh1	protein_coding	10	4	20	20	9	5	73	46	5	4	37	14	10	12
ENSMUSG00000001774	Chordc1	protein_coding	1897	1863	1426	1481	1490	1676	1448	1003	1108	1113	1858	1687	1195	1266
ENSMUSG00000001783	Rtcb	protein_coding	5600	5355	4011	4294	3836	5166	4825	4042	5371	5179	6537	6760	4687	4372
ENSMUSG00000001785	Pwp1	protein_coding	2044	1937	1121	1285	1043	1263	1185	1176	1660	1750	1941	1807	1226	1368
ENSMUSG00000001786	Fbxo7	protein_coding	501	546	427	447	330	410	453	328	284	265	622	694	377	365
ENSMUSG00000001794	Capns1	protein_coding	8844	8194	6265	7667	4752	6111	6256	5123	5144	4989	5311	6023	5474	5203
ENSMUSG00000001802	Lrp3	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001804	Dsg4	protein_coding	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000001815	Evx2	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000001823	Hoxd12	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000001827	Folr1	protein_coding	5	5	6	6	3	0	3	4	0	0	1	2	1	2
ENSMUSG00000001829	Clpb	protein_coding	1451.97	1283.92	1112.99	1292.9	918	1261	1350.99	986.86	1177.95	1286.95	1363.91	1294.9	1090.98	1047.85
ENSMUSG00000001833	Sept7	protein_coding	6101	6198	4924	5459	4036	4167	4936	4209	3542	3249	4019	3358	4281	4754
ENSMUSG00000001844	Zdhhc4	protein_coding	766	734	467	547	430	584	614	496	697	726	1033	1061	666	674
ENSMUSG00000001847	Rac1	protein_coding	10863	11042	10204	10760	8124	9421	9965	8952	6958	7056	9165	9434	9734	9581
ENSMUSG00000001855	Nup214	protein_coding	2704	2705	1756	2137	1730	2294	1666	1282	1559	1909	2523	2654	1290	1883
ENSMUSG00000001864	Aif1l	protein_coding	1718	1688	2046	2334	2074	2648	3949	3596	13549	13090	1444	1497	734	794
ENSMUSG00000001865	Cpa3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001870	Ltbp1	protein_coding	7711	7752	6081	6376	10258	13086	12575	10169	5600	6324	7595	6924	16535	19433
ENSMUSG00000001891	Ugp2	protein_coding	2420	2443	2409	2516	2489	2497	2894	2653	3570	3221	3905	3664	3300	3631
ENSMUSG00000001901	Kcnh6	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000001909	Trmt1	protein_coding	1541	1414	1004	1172	1040	1316	1558	1270	1331	1277	1800	1926	1308	1218
ENSMUSG00000001910	Nacc1	protein_coding	7210.51	6926.12	4474.25	5347.08	3489.74	4853.19	3332.1	2961.57	3675.96	4119.42	4261.71	4345.71	3749.09	4015.09
ENSMUSG00000001911	Nfix	protein_coding	3520	3686	4340	4841	2496	3097	4396	3433	2503	2791	2888	2991	2600	2939
ENSMUSG00000001918	Slc1a5	protein_coding	1499	1451	553	768	476	507	925	792	314	338	1587	1585	607	709
ENSMUSG00000001924	Uba1	protein_coding	20406	19287	13250	14822	11535	15271	13123	10331	10096	11254	13832	14313	12087	12949
ENSMUSG00000001930	Vwf	protein_coding	5	5	4	2	3	4	9	3	1	1	99	108	4	3
ENSMUSG00000001942	Siae	protein_coding	66	60	62	71	66	66	72	52	32	28	40	45	63	92
ENSMUSG00000001943	Vsig2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001946	Esam	protein_coding	3	3	1	2	1	2	1	1	0	1	0	0	1	1
ENSMUSG00000001948	Spa17	protein_coding	8	11	12	20	21	13	22	16	10	6	4	8	32	18
ENSMUSG00000001962	Fam50a	protein_coding	1028	1118	879	1054	1063	1024	1348	1029	1037	1019	2737	2798	1219	1087
ENSMUSG00000001964	Emd	protein_coding	2360.36	2454.33	1584.04	1771.5	1454.72	1681.17	1494.36	1452	1816.72	1722.41	2179.53	2379.83	1954.88	1821.83
ENSMUSG00000001983	Taco1	protein_coding	388	321	219	273	178	244	264	184	382	397	300	297	218	216
ENSMUSG00000001985	Grik3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001986	Gria3	protein_coding	1	0	1	1	0	0	3	3	0	0	2	0	1	5
ENSMUSG00000001988	Npas1	protein_coding	2	0	0	0	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000001995	Sipa1l2	protein_coding	514	528	602	692	271	414	480	388	930	1049	710	685	232	307
ENSMUSG00000001998	Ap4e1	protein_coding	626	753	629	655	667	741	669	599	487.99	557	510	440	472	705
ENSMUSG00000001999	Blvra	protein_coding	476	536	382	372	187	164	254	204	146	176	264	251	284	218
ENSMUSG00000002006	Pdzd4	protein_coding	133	137	119	139	147	168	153	144	107	99	42	40	162	156
ENSMUSG00000002007	Srpk3	protein_coding	1	1	19	18	17	18	70	44	357	335	6	8	3	5
ENSMUSG00000002010	Idh3g	protein_coding	2613	2495	1906	2281	2071	2547	2275	1937	2504	2380	2358	2510	2661	2599
ENSMUSG00000002012	Pnck	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002014	Ssr4	protein_coding	1438	1290.98	922	1178	996	1180	2035	1691	1897	1760	3070	3072	1549	1300
ENSMUSG00000002015	Bcap31	protein_coding	4091	3958	3475	3941	2854	3401	3584	2933	4636	4231	4771	4961	3373	2952
ENSMUSG00000002017	Fam98a	protein_coding	2462	2440	1374	1558	1453	1920	1571	1484	1645	1734	1824	1787	1632	1777
ENSMUSG00000002020	Ltbp2	protein_coding	3488	3339	3645	3665	509	732	1623	1257	98	98	123	135	827	1037
ENSMUSG00000002028	Kmt2a	protein_coding	3839	4442	3470	4095	3088	4502	4402	3769	1824	2534	2453	2070	2463	3615
ENSMUSG00000002031	Ift46	protein_coding	1013	1104	890	1064	930	1035	1183	964	640	628	1044	1083	1044	1042
ENSMUSG00000002032	Tmem25	protein_coding	13	13	20	16	9	15	55	52	30	49	10	11	22	15
ENSMUSG00000002033	Cd3g	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002043	Trappc6a	protein_coding	347	327	348	346	491	759	621	501	830	843	1186	1414	703	563
ENSMUSG00000002052	Supt6	protein_coding	5013	5133	3053	3459	3068	4094	4025	3263	4169	4785	4993	5022	3047	3870
ENSMUSG00000002055	Spag5	protein_coding	4074.34	3893.18	2479.52	2672.67	2041.36	2699	1061.77	929.51	415.53	486.21	1503.39	1424.19	2474.96	2627.52
ENSMUSG00000002057	Foxn1	protein_coding	38	33	10	23	1	0	0	2	0	0	2	1	1	0
ENSMUSG00000002058	Unc119	protein_coding	414	395	415	384	476	603	580	514	579	589	301	291	478	422
ENSMUSG00000002059	Rab34	protein_coding	2811	2494	1809	1954	1569	2153	2198	1928	979	1053	1496	1473	1944	1840
ENSMUSG00000002064	Sdf2	protein_coding	842	733	822	976	1086	1464	1884	1479	1370	1226	1511	1556	1386	1192
ENSMUSG00000002068	Ccne1	protein_coding	924	988	381	418	195	255	234	204	136	117	157	107	302	277
ENSMUSG00000002076	Hsf2bp	protein_coding	34	56	32	51	144	140	199	165	517	436	39	37	193	188
ENSMUSG00000002083	Bbc3	protein_coding	226	229	223	256	184	229	436	407	528	530	308	336	245	214
ENSMUSG00000002100	Mybpc3	protein_coding	0	0	0	0	0	1	0	0	1	3	0	0	0	0
ENSMUSG00000002102	Psmc3	protein_coding	5455	5028	3924	4350	2818	3627	5329	3395	4891	4724	3751	3822	3366	2804
ENSMUSG00000002103	Acp2	protein_coding	748	898	938	995	536	728	1207	789	689	762	1246	1063	522	630
ENSMUSG00000002104	Rapsn	protein_coding	821	784	655	751	364	446	989	702	651	693	661	733	473	462
ENSMUSG00000002105	Slc39a13	protein_coding	1183	1062	1228	1371	1007	1410	2008	1895	1183	1135	736	725	1294	1321
ENSMUSG00000002107	Celf2	protein_coding	3612	4110	4549	5112	7122	7027	6176	4613	5517	5653	2626	2311	5867	6561
ENSMUSG00000002108	Nr1h3	protein_coding	5	6	6	2	3	1	19	8	4	4	14	13	7	5
ENSMUSG00000002109	Ddb2	protein_coding	58	77	91	101	88	134	120	100	95	103	117	98	143	112
ENSMUSG00000002111	Spi1	protein_coding	0	0	0	0	0	0	2	1	1	2	1	1	0	0
ENSMUSG00000002129	Sf3a1	protein_coding	4386	4190	2606	2988	2144	2785	2444	1951	1884.98	2097	3166	3345	2112	2352
ENSMUSG00000002147	Stat6	protein_coding	22	23	22	42	19	21	11	11	39	32	23	31	34	21
ENSMUSG00000002190	Clgn	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002204	Napsa	protein_coding	6	5	3	1	4	5	1	0	0	4	5	2	3	7
ENSMUSG00000002205	Vrk3	protein_coding	544	482	466	490	708	1017	474	379	569	585	578	562	646	598
ENSMUSG00000002210	Smg9	protein_coding	444	445	278	327	203	281	357	269	235	261	307	360	292	247
ENSMUSG00000002221	Paxip1	protein_coding	1663	1532	948	1174	693	1008	726	602	769	808	887	787	768	909
ENSMUSG00000002222	Rmnd5a	protein_coding	1674	1858	2128	2192	2989	3644	2934	2601	3051	3217	2699	2372	2176	2699
ENSMUSG00000002227	Mov10	protein_coding	1250.64	1221.12	1277.35	1516.62	1311.32	1567	1008.69	847.55	238.37	290.45	132	152.82	1140.28	1258.87
ENSMUSG00000002228	Ppm1j	protein_coding	9	17	30	35	78	104	32	47	28	24	16	6	90	84
ENSMUSG00000002233	Rhoc	protein_coding	6534	6206	5313	5582	4331	5721	5646	4849.03	4880	5118	5072	5669	6261	5277
ENSMUSG00000002240	Prr27	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	protein_coding	394	390.46	627.26	694.57	481.92	736	876.6	723.59	571.75	592.82	316	312.15	548.24	553.93
ENSMUSG00000002250	Ppard	protein_coding	1894	1871	1308	1468	1360	1969	1481	1297	1118	1168	1517	1616	1569	1645
ENSMUSG00000002257	Def6	protein_coding	115	83	85	102	28	42	70	51	7	8	16	20	52	28
ENSMUSG00000002265	Peg3	protein_coding	14986	15591	14501	15937	25818	34124	17400	13645	12253	14534	14929	13722	22601	30573
ENSMUSG00000002266	Zim1	protein_coding	1156	1254	1697	2097	2958	3715	3484	3171	3048	3260	1338	1151	4085	5546
ENSMUSG00000002274	Metrn	protein_coding	877	772	547	634	374	497	449	311	407	415	440	519	531	478
ENSMUSG00000002279	Lmf1	protein_coding	780	706	765	806	752	1102	820	640	524	505	952	972	487	568
ENSMUSG00000002280	Narfl	protein_coding	627	537	476	488	456	658	524	468	763	742	548	593	486	426
ENSMUSG00000002289	Angptl4	protein_coding	663	629	845	858	578	940	1096	724	687	628	556	601	326	342
ENSMUSG00000002297	Dbf4	protein_coding	2503	2271	1461	1589	1462	1764	832	836	460	503	1264	1121	1850	1963
ENSMUSG00000002307	Daxx	protein_coding	887	874	563	633	521	754	705	541	627	662	586	585	527	528
ENSMUSG00000002308	Cd320	protein_coding	369	315	181	209	204	312	218	161	443	425	730	806	317	251
ENSMUSG00000002319	Ipo4	protein_coding	4503.39	4084.7	2377.74	2611.38	1815.39	2645.82	2943.89	2432.34	2447.4	2669.46	4093.42	4287.32	2349	2383.73
ENSMUSG00000002320	Tm9sf1	protein_coding	2532.61	2633.3	1969.26	2062.62	1721.61	2387.18	2265.11	1828.66	2473.6	2597.54	2797.58	2819.68	2142	2293.27
ENSMUSG00000002324	Rec8	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002325	Irf9	protein_coding	163.97	161.38	162.27	173.69	128.04	178	226.7	180.7	111.36	105.51	149.86	126.74	138.97	120.46
ENSMUSG00000002326	Gmpr2	protein_coding	865	835	621	669	645	789	574	539	333	317	414	442	753	757
ENSMUSG00000002329	Mdp1	protein_coding	730	627	645	706	724	872	909	572	848	798	688	741	993	855
ENSMUSG00000002332	Dhrs1	protein_coding	1402	1443	2070	2362	1727	2470	2197	1493	1741	1833	1684	1761	1744	1546
ENSMUSG00000002341	Ncan	protein_coding	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ENSMUSG00000002342	Tmem161a	protein_coding	1314	1321	949	1069	1130	1443	1370	1081	1902	2031	1396	1464	1315	1277
ENSMUSG00000002343	Armc6	protein_coding	541	535	387	425	209	284	436	329	395	343	464	442	308	298
ENSMUSG00000002345	Borcs8	protein_coding	306	426	240	300	337.75	310.83	413	316.01	322.96	308.06	672	710	469.45	406
ENSMUSG00000002346	Slc25a42	protein_coding	106	88	118	113	178	214	239	159	296	323	139	171	145	182
ENSMUSG00000002365	Snx9	protein_coding	3694	3420	3057	3164	1960	2566	2618	2314	1615	1750	2190	2048	2437	2557
ENSMUSG00000002372	Ranbp3	protein_coding	2550	2352	1461	1646	1256	1888	1617	1265	1673	1750	1859	2096	1640	1483
ENSMUSG00000002379	Ndufa11	protein_coding	1065.33	899.67	698.55	687.8	620.01	884	1012.47	673.68	1221.37	1213.85	1017.35	1139.31	863.26	668.41
ENSMUSG00000002384	Bmp8b	protein_coding	0	0	0	0	0	0	0	0	1.03	0	0	0	0	0
ENSMUSG00000002393	Nr2f6	protein_coding	1265	1264	1001	1166	887	1046	1168	775	1395	1411	840	1019	1031	815
ENSMUSG00000002395	Use1	protein_coding	717	676	735	903	742	965	1634	1174	1801	1642	1663	1830	1107	912
ENSMUSG00000002396	Ocel1	protein_coding	141	144	135	168	178	225	295	204	416	402	424	496	214	182
ENSMUSG00000002409	Dyrk1b	protein_coding	240	214	394	388	628	875	448	431	258	312	221	258	493	530
ENSMUSG00000002413	Braf	protein_coding	1645	1757	1256	1446	1600	1939	1912	1851	1149	1325	1398	1138	1418	2123
ENSMUSG00000002416	Ndufb2	protein_coding	496	549.49	360.87	351.52	274	315.99	573.89	322.42	586.69	589.95	557.53	658.96	424	340.22
ENSMUSG00000002428	Hltf	protein_coding	1214.8	1206.91	1075.38	1064.81	1440.13	1612	1161.21	1068.94	1064.07	1070.31	785.04	637.51	1223.51	1483.04
ENSMUSG00000002455	Prpf6	protein_coding	2819	2494	1944	1992	1929	2734	2538	2013	1869	1970	2036	2023	2189	2230
ENSMUSG00000002458	Rgs19	protein_coding	599	625	337	492	261	245	391	377	160	169	332	323	341	311
ENSMUSG00000002459	Rgs20	protein_coding	422	489	358	447	439	438	311	308	158	179	121	115	422	420
ENSMUSG00000002475	Abhd3	protein_coding	39	29	22	40	45	63	29	17	66	41	24	28	55	44
ENSMUSG00000002477	Snrpd1	protein_coding	3020.21	2834.02	1601.42	1847.09	891.65	1118	1116.18	818.78	955.13	783.12	1137.85	1106.96	1364.28	1232.88
ENSMUSG00000002486	Tchp	protein_coding	373	320	266	283	203	311	409	290	276	284	379	377	242	242
ENSMUSG00000002489	Tiam1	protein_coding	306	365	234	284	75	106	264	281	124	150	91	89	80	106
ENSMUSG00000002496	Tsc2	protein_coding	2487	2480	2110	2519	2129	2834	2164	1795	2303	2825	2721	2796	1657	2078
ENSMUSG00000002500	Rpl3l	protein_coding	0	1	0	0	1	1	1	2	4	1	0	4	2	0
ENSMUSG00000002504	Slc9a3r2	protein_coding	319	265	435	456	274	363	548	488	214	217	84	79	244	224
ENSMUSG00000002524	Puf60	protein_coding	6415	5704	4084	4465	3784	5233	4280	3604	4706	4743	5625	6533	4503	4269
ENSMUSG00000002546	Golga2	protein_coding	3505	3222.96	2990	3236.99	3232	4593	4371.94	4302.85	3138	3337.95	2280	2332.96	3523.95	3733
ENSMUSG00000002550	Uck1	protein_coding	1119.38	969.06	773.16	837.14	747.05	970	781.49	624.55	945.75	1087.72	1077.23	1085.64	720.97	751.9
ENSMUSG00000002565	Scin	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002578	Ikzf4	protein_coding	0	3	0	1	10	12	11	7	30	14	4	3	5	5
ENSMUSG00000002580	Mien1	protein_coding	541	412	401	437	417	556	678	522	869	747	1267	1424	588	434
ENSMUSG00000002588	Pon1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000002602	Axl	protein_coding	18788	17903	19949	20829	9966	14080	14467	13633	6480	7157	2320	2113	9427	10476
ENSMUSG00000002603	Tgfb1	protein_coding	1985	1779	1907	1943	1245	1631	1501	1303	1284	1344	955	933	1463	1406
ENSMUSG00000002608	Ccdc97	protein_coding	1275	1122	960	1030	891	1398	1120	857	1343	1300	1298	1385	931	875
ENSMUSG00000002617	Zfp40	protein_coding	168.07	176	173	216	121	139	173	170.38	70	70	76	48	138	156.99
ENSMUSG00000002625	Akap8l	protein_coding	643	568	666	753	907	1154	1116	1073	1389	1434	738	765	1021	978
ENSMUSG00000002633	Shh	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
